Flight_ID,Date,Pilot_Name,Aircraft_Type,Origin,Destination,Flight_Duration,Passenger_Count,Flight_Type,Status,Ticket_Price
647,7/15/2025,Claudius Battany,error: undefined method `first' for nil:NilClass,Fort Abbās,Shatian,6.56,339,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,59.83
648,6/30/2026,Mallory Tandey,error: undefined method `first' for nil:NilClass,Kajiado,Vällingby,5.26,270,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,926.02
649,9/2/2027,Ethelyn Ropars,error: undefined method `first' for nil:NilClass,Cipesing,Dadong,8.06,478,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,822.32
650,12/23/2027,Bartie Lindstrom,error: undefined method `first' for nil:NilClass,Balitai,Tha Tako,3.48,470,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1888.35
651,2/14/2025,Luelle Alejandri,error: undefined method `first' for nil:NilClass,Pantin,Karobokan,3.74,362,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1338.82
652,8/22/2027,Theo Pittle,error: undefined method `first' for nil:NilClass,San Pedro de Ycuamandiyú,Jiuhua,5.77,505,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2546.36
653,4/3/2025,Barbabas Idill,error: undefined method `first' for nil:NilClass,Iturama,Kotakaya Dua,17.11,428,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1692.73
654,8/10/2026,Mab Comello,error: undefined method `first' for nil:NilClass,Fuding,Tajinan,1.5,419,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1548.17
655,8/31/2027,Ardith Haslewood,error: undefined method `first' for nil:NilClass,Xinghua,Tashkent,16.04,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1256.88
656,5/24/2026,Hamil Kildahl,error: undefined method `first' for nil:NilClass,Tirlyanskiy,Sendafa,8.7,251,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2346.65
657,4/15/2027,Ced Rogers,error: undefined method `first' for nil:NilClass,Amashca,San Sebastian,2.31,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1546.22
658,6/2/2025,Dwight Aslett,error: undefined method `first' for nil:NilClass,Mapalacsiao,Miętne,0.78,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1614.83
659,2/6/2026,Annabel Trevascus,error: undefined method `first' for nil:NilClass,Várzea Alegre,Sung Noen,13.67,328,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2032.92
660,10/4/2027,Millicent Jearum,error: undefined method `first' for nil:NilClass,Kablukan,Lenakapa,7.82,535,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2110.38
661,3/10/2025,Regina Wallice,error: undefined method `first' for nil:NilClass,Huangshapu,Primorka,8.61,375,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,605.18
662,2/24/2026,Jay Aubert,error: undefined method `first' for nil:NilClass,Bealanana,Hongde,11.72,425,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2007.43
663,1/12/2025,Lorene Chazette,error: undefined method `first' for nil:NilClass,Prosperous,Buenavista,6.14,436,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1382.19
664,6/14/2027,Alleen Vivien,error: undefined method `first' for nil:NilClass,Artesianón,Wanshan,1.0,247,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2504.47
665,10/19/2027,Max Antonietti,error: undefined method `first' for nil:NilClass,Huangcai,Parabcan,8.06,531,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2048.47
666,12/17/2026,Gracie Fletham,error: undefined method `first' for nil:NilClass,Xingshou,Zarrīn Shahr,11.22,350,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,725.04
667,7/3/2027,Sergent Shotbolt,error: undefined method `first' for nil:NilClass,Kadipaten,Lupane,0.75,133,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1473.29
668,10/1/2026,Orbadiah Murrow,error: undefined method `first' for nil:NilClass,Vardablur,Tynne,14.58,180,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2053.88
669,12/9/2026,Stesha Haggerty,error: undefined method `first' for nil:NilClass,Mayskiy,Longshi,0.59,356,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1453.81
670,1/10/2027,Elias Alliband,error: undefined method `first' for nil:NilClass,Kalloní,Changqiao,1.77,276,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2893.12
671,7/19/2027,Jesus Millican,error: undefined method `first' for nil:NilClass,Hīsh,Pajagan,6.66,130,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2744.7
672,10/1/2027,Davina Brissenden,error: undefined method `first' for nil:NilClass,Monterrey,Cipicung,11.84,450,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2149.37
673,6/7/2026,Andres Drake,error: undefined method `first' for nil:NilClass,Thị Trấn Cẩm Thủy,Asikkala,2.67,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1371.89
674,5/27/2026,Arluene Seekings,error: undefined method `first' for nil:NilClass,Kazanskaya,Zhujiachang,16.7,498,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2250.61
675,5/8/2026,Beatrisa Santus,error: undefined method `first' for nil:NilClass,Nangkasari,Binkolo,14.45,547,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2801.36
676,3/12/2025,Rourke Landell,error: undefined method `first' for nil:NilClass,Jūrmala,Nizhniy Tsasuchey,15.48,357,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,496.3
677,6/12/2027,Sioux Hirsch,error: undefined method `first' for nil:NilClass,Girang,Osh,17.84,400,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2736.29
678,3/26/2027,Phillipp Murdie,error: undefined method `first' for nil:NilClass,Liangwa,Qiantang,9.85,382,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,420.24
679,6/27/2027,Rafael Grinaugh,error: undefined method `first' for nil:NilClass,Uničov,Semikarakorsk,15.18,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1105.72
680,8/22/2025,Tiffie Finker,error: undefined method `first' for nil:NilClass,Tinaco,Pidigan,15.54,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2832.88
681,5/1/2025,Faith Bensley,error: undefined method `first' for nil:NilClass,Oljoq,Inta,8.96,174,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2738.74
682,8/13/2027,Celka MacAndrew,error: undefined method `first' for nil:NilClass,Haradzishcha,Jiekeng,17.34,548,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1942.89
683,10/19/2025,Merissa Sinyard,error: undefined method `first' for nil:NilClass,Strasbourg,Ljubuški,13.58,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,319.1
684,11/21/2026,Osgood Chicco,error: undefined method `first' for nil:NilClass,Tianqian,Chucatamani,2.42,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,276.95
685,1/18/2026,Bryna Andrag,error: undefined method `first' for nil:NilClass,Raleigh,Kachkanar,5.43,157,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1757.04
686,7/13/2026,Juli Stanners,error: undefined method `first' for nil:NilClass,Ardazubre,København,16.05,195,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1518.26
687,5/2/2027,Julianna Christmas,error: undefined method `first' for nil:NilClass,Klole,Stryków,2.18,294,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,105.42
688,11/28/2025,Sherwin Florentine,error: undefined method `first' for nil:NilClass,Loikaw,San Gabriel,5.2,363,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1311.72
689,1/23/2027,Corabelle Baudrey,error: undefined method `first' for nil:NilClass,Vishow,Tushi,17.83,184,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1310.31
690,3/27/2025,Garnet Shepherdson,error: undefined method `first' for nil:NilClass,Conceição das Alagoas,Kass Wollof,8.41,199,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,924.07
691,1/26/2027,Auguste Alban,error: undefined method `first' for nil:NilClass,Camp Ithier,Kampungdesa,12.05,246,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,670.09
692,4/29/2026,Conant Rafter,error: undefined method `first' for nil:NilClass,Guangchen,Quebrada Canoa,3.62,127,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2213.19
693,6/18/2025,Helyn Wensley,error: undefined method `first' for nil:NilClass,Koronganayam,Wlingi,0.5,124,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1368.01
694,10/27/2026,Jaymee Whotton,error: undefined method `first' for nil:NilClass,Denver,Tucson,6.76,337,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,751.57
695,11/28/2027,Gwennie MacBain,error: undefined method `first' for nil:NilClass,Qinghu,Kalkara,17.6,499,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1897.26
696,11/16/2027,Sofia Ruos,error: undefined method `first' for nil:NilClass,Kudus,Tarasovskiy,13.13,279,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1191.08
697,7/8/2025,Gilbertine Forsythe,error: undefined method `first' for nil:NilClass,Bachuan,Atamanovka,1.59,185,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2315.01
698,7/10/2025,Rhodia Gregore,error: undefined method `first' for nil:NilClass,Värmdö,Drawsko Pomorskie,1.18,432,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1298.37
699,1/13/2027,Travis Morrieson,error: undefined method `first' for nil:NilClass,Nzega,Jolo,7.77,68,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2388.27
700,4/14/2025,Jan Larver,error: undefined method `first' for nil:NilClass,Chiguang,Li’an,2.01,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1901.57
701,10/21/2027,Alonzo Polding,error: undefined method `first' for nil:NilClass,Kalayemule,Osan,4.08,536,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1950.26
702,7/1/2026,Debora Kynman,error: undefined method `first' for nil:NilClass,Vélo,Larap,6.13,249,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1934.72
703,6/16/2027,Thain Mettrick,error: undefined method `first' for nil:NilClass,Burnham,Washington,6.4,108,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1544.14
704,5/17/2027,Ruth Popeley,error: undefined method `first' for nil:NilClass,Canhestros,Heichengzi,1.46,548,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2537.33
705,6/8/2026,Georgi Bilbrey,error: undefined method `first' for nil:NilClass,Kangping,Mhlume,4.06,325,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1222.43
706,9/18/2027,Ashlen Eakle,error: undefined method `first' for nil:NilClass,Aulnay-sous-Bois,Skomielna Czarna,7.3,151,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,317.83
707,6/3/2027,Stephi Rennick,error: undefined method `first' for nil:NilClass,Höganäs,Borås,4.6,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2324.76
708,8/18/2025,Sheff Vieyra,error: undefined method `first' for nil:NilClass,Delicias,Arraga,7.12,154,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1150.75
709,12/20/2027,Charlton Debell,error: undefined method `first' for nil:NilClass,Dagestanskiye Ogni,Jiulong,13.17,275,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1887.91
710,3/27/2026,Keriann Daveran,error: undefined method `first' for nil:NilClass,Xiangqiao,Volodars’k-Volyns’kyy,6.96,483,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2090.08
711,5/17/2026,Lorrie Kloska,error: undefined method `first' for nil:NilClass,Zhongxi,Reshui,8.67,397,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2670.9
712,5/22/2026,Barn Dilgarno,error: undefined method `first' for nil:NilClass,Mingcheng,Nashville,5.85,124,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2456.05
713,6/9/2025,Lira Vedmore,error: undefined method `first' for nil:NilClass,Boende,Budapest,8.19,107,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,698.8
714,3/25/2025,Margaretha Amesbury,error: undefined method `first' for nil:NilClass,Wakiso,Mirriah,12.61,360,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1704.66
